"FECHA HECHO","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","CANTIDAD","UNIDAD DE MEDIDA"
"2018 Sep 17 12:00:00 AM","27","CHOCO","27250","EL LITORAL DEL SAN JUAN","1","UNIDAD"
"2018 Sep 17 12:00:00 AM","13","BOLIVAR","13160","CANTAGALLO","1","UNIDAD"
"2018 Sep 17 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Sep 17 12:00:00 AM","05","ANTIOQUIA","05440","MARINILLA","1","UNIDAD"
"2018 Sep 17 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","1","UNIDAD"
"2018 Sep 17 12:00:00 AM","27","CHOCO","27361","ISTMINA","1","UNIDAD"
"2018 Sep 16 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2018 Sep 16 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2018 Sep 15 12:00:00 AM","52","NARIÑO","52540","POLICARPA","1","UNIDAD"
"2018 Sep 15 12:00:00 AM","13","BOLIVAR","13160","CANTAGALLO","1","UNIDAD"
"2018 Sep 15 12:00:00 AM","15","BOYACA","15104","BOYACA","1","UNIDAD"
"2018 Sep 15 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Sep 15 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","1","UNIDAD"
"2018 Sep 15 12:00:00 AM","15","BOYACA","15572","PUERTO BOYACA","1","UNIDAD"
"2018 Sep 15 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2018 Sep 15 12:00:00 AM","05","ANTIOQUIA","05361","ITUANGO","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","27","CHOCO","27660","SAN JOSE DEL PALMAR","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","85","CASANARE","85162","MONTERREY","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","54","NORTE DE SANTANDER","54720","SARDINATA","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","68","SANTANDER","68250","EL PEÑON","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","13","BOLIVAR","13160","CANTAGALLO","2","UNIDAD"
"2018 Sep 14 12:00:00 AM","19","CAUCA","19110","BUENOS AIRES","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","2","UNIDAD"
"2018 Sep 14 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","19","CAUCA","19418","LOPEZ DE MICAY","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2018 Sep 14 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","8","UNIDAD"
"2018 Sep 14 12:00:00 AM","05","ANTIOQUIA","05660","SAN LUIS","2","UNIDAD"
"2018 Sep 14 12:00:00 AM","54","NORTE DE SANTANDER","54498","OCAÑA","1","UNIDAD"
"2018 Sep 13 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Sep 13 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Sep 13 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","1","UNIDAD"
"2018 Sep 13 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2018 Sep 12 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2018 Sep 12 12:00:00 AM","52","NARIÑO","52540","POLICARPA","1","UNIDAD"
"2018 Sep 12 12:00:00 AM","23","CORDOBA","23682","SAN JOSE DE URE","1","UNIDAD"
"2018 Sep 12 12:00:00 AM","05","ANTIOQUIA","05361","ITUANGO","1","UNIDAD"
"2018 Sep 12 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","1","UNIDAD"
"2018 Sep 12 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Sep 12 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","1","UNIDAD"
"2018 Sep 11 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2018 Sep 11 12:00:00 AM","05","ANTIOQUIA","05854","VALDIVIA","1","UNIDAD"
"2018 Sep 11 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","1","UNIDAD"
"2018 Sep 11 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Sep 11 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","1","UNIDAD"
"2018 Sep 11 12:00:00 AM","19","CAUCA","19022","ALMAGUER","1","UNIDAD"
"2018 Sep 11 12:00:00 AM","27","CHOCO","27660","SAN JOSE DEL PALMAR","1","UNIDAD"
"2018 Sep 10 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","1","UNIDAD"
"2018 Sep 10 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Sep 10 12:00:00 AM","23","CORDOBA","23682","SAN JOSE DE URE","1","UNIDAD"
"2018 Sep 10 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2018 Sep 10 12:00:00 AM","54","NORTE DE SANTANDER","54385","LA ESPERANZA","1","UNIDAD"
"2018 Sep 10 12:00:00 AM","13","BOLIVAR","13160","CANTAGALLO","1","UNIDAD"
"2018 Sep 10 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","2","UNIDAD"
"2018 Sep 09 12:00:00 AM","86","PUTUMAYO","86757","SAN MIGUEL","1","UNIDAD"
"2018 Sep 09 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2018 Sep 09 12:00:00 AM","52","NARIÑO","52256","EL ROSARIO","1","UNIDAD"
"2018 Sep 09 12:00:00 AM","27","CHOCO","27660","SAN JOSE DEL PALMAR","2","UNIDAD"
"2018 Sep 09 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","1","UNIDAD"
"2018 Sep 09 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","2","UNIDAD"
"2018 Sep 08 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Sep 08 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2018 Sep 08 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2018 Sep 08 12:00:00 AM","13","BOLIVAR","13490","NOROSI","1","UNIDAD"
"2018 Sep 08 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Sep 08 12:00:00 AM","19","CAUCA","19075","BALBOA","3","UNIDAD"
"2018 Sep 08 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","3","UNIDAD"
"2018 Sep 07 12:00:00 AM","05","ANTIOQUIA","05893","YONDO","1","UNIDAD"
"2018 Sep 07 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2018 Sep 07 12:00:00 AM","18","CAQUETA","18205","CURILLO","1","UNIDAD"
"2018 Sep 07 12:00:00 AM","52","NARIÑO","52540","POLICARPA","1","UNIDAD"
"2018 Sep 07 12:00:00 AM","54","NORTE DE SANTANDER","54239","DURANIA","1","UNIDAD"
"2018 Sep 07 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","1","UNIDAD"
"2018 Sep 07 12:00:00 AM","54","NORTE DE SANTANDER","54051","ARBOLEDAS","1","UNIDAD"
"2018 Sep 07 12:00:00 AM","23","CORDOBA","23682","SAN JOSE DE URE","1","UNIDAD"
"2018 Sep 07 12:00:00 AM","13","BOLIVAR","13160","CANTAGALLO","2","UNIDAD"
"2018 Sep 07 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","1","UNIDAD"
"2018 Sep 07 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2018 Sep 06 12:00:00 AM","19","CAUCA","19100","BOLIVAR","1","UNIDAD"
"2018 Sep 06 12:00:00 AM","52","NARIÑO","52256","EL ROSARIO","1","UNIDAD"
"2018 Sep 06 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","1","UNIDAD"
"2018 Sep 06 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","1","UNIDAD"
"2018 Sep 06 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Sep 06 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2018 Sep 06 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Sep 06 12:00:00 AM","27","CHOCO","27430","MEDIO BAUDO","1","UNIDAD"
"2018 Sep 06 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","2","UNIDAD"
"2018 Sep 05 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","19","CAUCA","19130","CAJIBIO","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","13","BOLIVAR","13160","CANTAGALLO","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","05","ANTIOQUIA","05154","CAUCASIA","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","52","NARIÑO","52256","EL ROSARIO","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","05","ANTIOQUIA","05541","PEÑOL","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","19","CAUCA","19110","BUENOS AIRES","3","UNIDAD"
"2018 Sep 05 12:00:00 AM","54","NORTE DE SANTANDER","54239","DURANIA","2","UNIDAD"
"2018 Sep 05 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","1","UNIDAD"
"2018 Sep 05 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","1","UNIDAD"
"2018 Sep 04 12:00:00 AM","19","CAUCA","19418","LOPEZ DE MICAY","1","UNIDAD"
"2018 Sep 04 12:00:00 AM","54","NORTE DE SANTANDER","54720","SARDINATA","1","UNIDAD"
"2018 Sep 04 12:00:00 AM","23","CORDOBA","23807","TIERRALTA","1","UNIDAD"
"2018 Sep 04 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Sep 03 12:00:00 AM","86","PUTUMAYO","86757","SAN MIGUEL","1","UNIDAD"
"2018 Sep 03 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","3","UNIDAD"
"2018 Sep 03 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","1","UNIDAD"
"2018 Sep 03 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","2","UNIDAD"
"2018 Sep 02 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","1","UNIDAD"
"2018 Sep 02 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2018 Sep 01 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Sep 01 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Sep 01 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","1","UNIDAD"
"2018 Sep 01 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","1","UNIDAD"
"2018 Aug 31 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","1","UNIDAD"
"2018 Aug 31 12:00:00 AM","05","ANTIOQUIA","05120","CACERES","1","UNIDAD"
"2018 Aug 31 12:00:00 AM","23","CORDOBA","23807","TIERRALTA","2","UNIDAD"
"2018 Aug 31 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2018 Aug 31 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","1","UNIDAD"
"2018 Aug 31 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","2","UNIDAD"
"2018 Aug 31 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2018 Aug 31 12:00:00 AM","50","META","50711","VISTAHERMOSA","1","UNIDAD"
"2018 Aug 31 12:00:00 AM","05","ANTIOQUIA","05154","CAUCASIA","1","UNIDAD"
"2018 Aug 31 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Aug 30 12:00:00 AM","19","CAUCA","19022","ALMAGUER","1","UNIDAD"
"2018 Aug 30 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Aug 30 12:00:00 AM","23","CORDOBA","23807","TIERRALTA","1","UNIDAD"
"2018 Aug 30 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","1","UNIDAD"
"2018 Aug 30 12:00:00 AM","52","NARIÑO","52696","SANTA BARBARA","1","UNIDAD"
"2018 Aug 30 12:00:00 AM","86","PUTUMAYO","86757","SAN MIGUEL","1","UNIDAD"
"2018 Aug 30 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","2","UNIDAD"
"2018 Aug 30 12:00:00 AM","52","NARIÑO","52036","ANCUYA","1","UNIDAD"
"2018 Aug 30 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Aug 30 12:00:00 AM","05","ANTIOQUIA","05308","GIRARDOTA","1","UNIDAD"
"2018 Aug 29 12:00:00 AM","18","CAQUETA","18256","EL PAUJIL","2","UNIDAD"
"2018 Aug 29 12:00:00 AM","13","BOLIVAR","13458","MONTECRISTO","1","UNIDAD"
"2018 Aug 29 12:00:00 AM","19","CAUCA","19450","MERCADERES","1","UNIDAD"
"2018 Aug 29 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","2","UNIDAD"
"2018 Aug 29 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","1","UNIDAD"
"2018 Aug 29 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2018 Aug 29 12:00:00 AM","52","NARIÑO","52540","POLICARPA","1","UNIDAD"
"2018 Aug 29 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","2","UNIDAD"
"2018 Aug 29 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Aug 29 12:00:00 AM","68","SANTANDER","68190","CIMITARRA","1","UNIDAD"
"2018 Aug 29 12:00:00 AM","19","CAUCA","19110","BUENOS AIRES","1","UNIDAD"
"2018 Aug 28 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","1","UNIDAD"
"2018 Aug 28 12:00:00 AM","19","CAUCA","19110","BUENOS AIRES","1","UNIDAD"
"2018 Aug 28 12:00:00 AM","05","ANTIOQUIA","05425","MACEO","1","UNIDAD"
"2018 Aug 28 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","2","UNIDAD"
"2018 Aug 28 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Aug 28 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2018 Aug 28 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2018 Aug 27 12:00:00 AM","18","CAQUETA","18150","CARTAGENA DEL CHAIRA","1","UNIDAD"
"2018 Aug 27 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2018 Aug 27 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","11","UNIDAD"
"2018 Aug 27 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2018 Aug 27 12:00:00 AM","54","NORTE DE SANTANDER","54245","EL CARMEN","1","UNIDAD"
"2018 Aug 26 12:00:00 AM","19","CAUCA","19142","CALOTO","1","UNIDAD"
"2018 Aug 26 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2018 Aug 25 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Aug 25 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Aug 25 12:00:00 AM","50","META","50573","PUERTO LOPEZ","1","UNIDAD"
"2018 Aug 25 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","2","UNIDAD"
"2018 Aug 24 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","19","CAUCA","19110","BUENOS AIRES","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","50","META","50573","PUERTO LOPEZ","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","52","NARIÑO","52678","SAMANIEGO","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","52","NARIÑO","52540","POLICARPA","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","27","CHOCO","27491","NOVITA","1","UNIDAD"
"2018 Aug 24 12:00:00 AM","54","NORTE DE SANTANDER","54720","SARDINATA","4","UNIDAD"
"2018 Aug 24 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","1","UNIDAD"
"2018 Aug 23 12:00:00 AM","50","META","50573","PUERTO LOPEZ","1","UNIDAD"
"2018 Aug 23 12:00:00 AM","52","NARIÑO","52233","CUMBITARA","1","UNIDAD"
"2018 Aug 23 12:00:00 AM","54","NORTE DE SANTANDER","54720","SARDINATA","2","UNIDAD"
"2018 Aug 23 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","2","UNIDAD"
"2018 Aug 22 12:00:00 AM","52","NARIÑO","52540","POLICARPA","1","UNIDAD"
"2018 Aug 22 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2018 Aug 22 12:00:00 AM","54","NORTE DE SANTANDER","54245","EL CARMEN","1","UNIDAD"
"2018 Aug 22 12:00:00 AM","19","CAUCA","19256","EL TAMBO","3","UNIDAD"
"2018 Aug 22 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","1","UNIDAD"
"2018 Aug 22 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2018 Aug 21 12:00:00 AM","19","CAUCA","19130","CAJIBIO","1","UNIDAD"
"2018 Aug 21 12:00:00 AM","54","NORTE DE SANTANDER","54720","SARDINATA","1","UNIDAD"
"2018 Aug 21 12:00:00 AM","05","ANTIOQUIA","05854","VALDIVIA","1","UNIDAD"
"2018 Aug 21 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2018 Aug 21 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","2","UNIDAD"
"2018 Aug 21 12:00:00 AM","05","ANTIOQUIA","05475","MURINDO","1","UNIDAD"
"2018 Aug 20 12:00:00 AM","27","CHOCO","27250","EL LITORAL DEL SAN JUAN","1","UNIDAD"
"2018 Aug 20 12:00:00 AM","05","ANTIOQUIA","05475","MURINDO","2","UNIDAD"
"2018 Aug 20 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Aug 20 12:00:00 AM","19","CAUCA","19130","CAJIBIO","1","UNIDAD"
"2018 Aug 20 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","1","UNIDAD"
"2018 Aug 20 12:00:00 AM","95","GUAVIARE","95200","MIRAFLORES","1","UNIDAD"
"2018 Aug 19 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2018 Aug 19 12:00:00 AM","27","CHOCO","27250","EL LITORAL DEL SAN JUAN","1","UNIDAD"
"2018 Aug 19 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","3","UNIDAD"
"2018 Aug 19 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","2","UNIDAD"
"2018 Aug 19 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","1","UNIDAD"
"2018 Aug 19 12:00:00 AM","52","NARIÑO","52540","POLICARPA","1","UNIDAD"
"2018 Aug 19 12:00:00 AM","05","ANTIOQUIA","05120","CACERES","1","UNIDAD"
"2018 Aug 19 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","3","UNIDAD"
"2018 Aug 19 12:00:00 AM","50","META","50350","LA MACARENA","1","UNIDAD"
"2018 Aug 18 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Aug 18 12:00:00 AM","19","CAUCA","19256","EL TAMBO","2","UNIDAD"
"2018 Aug 18 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2018 Aug 18 12:00:00 AM","19","CAUCA","19110","BUENOS AIRES","1","UNIDAD"
"2018 Aug 18 12:00:00 AM","23","CORDOBA","23580","PUERTO LIBERTADOR","1","UNIDAD"
"2018 Aug 18 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Aug 18 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","1","UNIDAD"
"2018 Aug 17 12:00:00 AM","05","ANTIOQUIA","05895","ZARAGOZA","1","UNIDAD"
"2018 Aug 17 12:00:00 AM","05","ANTIOQUIA","05495","NECHI","1","UNIDAD"
"2018 Aug 17 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","2","UNIDAD"
"2018 Aug 17 12:00:00 AM","27","CHOCO","27250","EL LITORAL DEL SAN JUAN","1","UNIDAD"
"2018 Aug 17 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","1","UNIDAD"
"2018 Aug 17 12:00:00 AM","23","CORDOBA","23580","PUERTO LIBERTADOR","1","UNIDAD"
"2018 Aug 17 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2018 Aug 17 12:00:00 AM","68","SANTANDER","68385","LANDAZURI","1","UNIDAD"
"2018 Aug 17 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","6","UNIDAD"
"2018 Aug 17 12:00:00 AM","27","CHOCO","27077","BAJO BAUDO","1","UNIDAD"
"2018 Aug 17 12:00:00 AM","18","CAQUETA","18460","MILAN","1","UNIDAD"
"2018 Aug 16 12:00:00 AM","52","NARIÑO","52385","LA LLANADA","1","UNIDAD"
"2018 Aug 16 12:00:00 AM","52","NARIÑO","52696","SANTA BARBARA","1","UNIDAD"
"2018 Aug 16 12:00:00 AM","54","NORTE DE SANTANDER","54720","SARDINATA","1","UNIDAD"
"2018 Aug 16 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Aug 16 12:00:00 AM","27","CHOCO","27250","EL LITORAL DEL SAN JUAN","1","UNIDAD"
"2018 Aug 16 12:00:00 AM","13","BOLIVAR","13490","NOROSI","1","UNIDAD"
"2018 Aug 15 12:00:00 AM","52","NARIÑO","52256","EL ROSARIO","1","UNIDAD"
"2018 Aug 15 12:00:00 AM","54","NORTE DE SANTANDER","54498","OCAÑA","1","UNIDAD"
"2018 Aug 15 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","1","UNIDAD"
"2018 Aug 15 12:00:00 AM","54","NORTE DE SANTANDER","54245","EL CARMEN","2","UNIDAD"
"2018 Aug 15 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","2","UNIDAD"
"2018 Aug 15 12:00:00 AM","52","NARIÑO","52390","LA TOLA","1","UNIDAD"
"2018 Aug 15 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","2","UNIDAD"
"2018 Aug 15 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","2","UNIDAD"
"2018 Aug 15 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Aug 15 12:00:00 AM","19","CAUCA","19256","EL TAMBO","1","UNIDAD"
"2018 Aug 14 12:00:00 AM","52","NARIÑO","52540","POLICARPA","1","UNIDAD"
"2018 Aug 14 12:00:00 AM","23","CORDOBA","23807","TIERRALTA","2","UNIDAD"
"2018 Aug 14 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","2","UNIDAD"
"2018 Aug 13 12:00:00 AM","19","CAUCA","19418","LOPEZ DE MICAY","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","13","BOLIVAR","13670","SAN PABLO","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","19","CAUCA","19785","SUCRE","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","23","CORDOBA","23580","PUERTO LIBERTADOR","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","27","CHOCO","27660","SAN JOSE DEL PALMAR","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","52","NARIÑO","52036","ANCUYA","1","UNIDAD"
"2018 Aug 13 12:00:00 AM","52","NARIÑO","52233","CUMBITARA","1","UNIDAD"
"2018 Aug 12 12:00:00 AM","19","CAUCA","19622","ROSAS","1","UNIDAD"
"2018 Aug 12 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","1","UNIDAD"
"2018 Aug 12 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2018 Aug 12 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2018 Aug 11 12:00:00 AM","13","BOLIVAR","13744","SIMITI","1","UNIDAD"
"2018 Aug 11 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2018 Aug 11 12:00:00 AM","18","CAQUETA","18150","CARTAGENA DEL CHAIRA","1","UNIDAD"
"2018 Aug 11 12:00:00 AM","68","SANTANDER","68615","RIONEGRO","1","UNIDAD"
"2018 Aug 11 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2018 Aug 11 12:00:00 AM","27","CHOCO","27250","EL LITORAL DEL SAN JUAN","2","UNIDAD"
